best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.08068829029798508,0.25038811564445496,0.9700000286102295,0.9415555596351624,0.0010000000474974513,4464
