best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
9.377981768921018e-05,0.18857641518115997,1.0,0.9521628618240356,9.999999747378752e-05,1341
