best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.05422663688659668,0.19919781386852264,1.0,0.927990734577179,0.0010000000474974513,4993
