best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.9950764453824377e-06,0.5561691522598267,1.0,0.9371111392974854,9.999999747378752e-05,1080
