best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.450184001645539e-05,0.44621723890304565,1.0,0.9100000262260437,9.999999747378752e-05,1499
