best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0002145150356227532,0.19414401054382324,1.0,0.9557251930236816,9.999999747378752e-05,1489
