best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00025535578606650233,0.004617532715201378,0.9894444346427917,0.9022901058197021,0.0,1978
