best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00014164454478304833,0.16960586607456207,1.0,0.9613231420516968,9.999999747378752e-05,1313
