best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00011995316890534014,0.26333263516426086,1.0,0.9506361484527588,9.999999747378752e-05,1973
