best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.286669875204097e-07,0.04608874395489693,1.0,0.9790940880775452,9.999999747378752e-05,1474
