loss,accuracy,val_loss,val_accuracy
0.2892898619174957,0.3100000023841858,0.2624455988407135,0.25
0.25270968675613403,0.5699999928474426,0.2424682080745697,0.6399999856948853
0.2277584969997406,0.6899999976158142,0.23401491343975067,0.6399999856948853
0.22125232219696045,0.6899999976158142,0.2317308634519577,0.6399999856948853
0.21498475968837738,0.6899999976158142,0.23076105117797852,0.6399999856948853
0.21403038501739502,0.6899999976158142,0.22997638583183289,0.6399999856948853
0.21318113803863525,0.6899999976158142,0.23033073544502258,0.6399999856948853
0.213215172290802,0.6899999976158142,0.23061804473400116,0.6399999856948853
0.2129010409116745,0.6899999976158142,0.22983449697494507,0.6399999856948853
0.2125231921672821,0.6899999976158142,0.22886623442173004,0.6399999856948853
0.21344169974327087,0.6899999976158142,0.2281617969274521,0.6399999856948853
0.21218416094779968,0.6899999976158142,0.2291225790977478,0.6399999856948853
0.2120697945356369,0.6899999976158142,0.23068256676197052,0.6399999856948853
0.21190756559371948,0.6899999976158142,0.23082321882247925,0.6399999856948853
0.2121623456478119,0.6899999976158142,0.22865460813045502,0.6399999856948853
0.21127495169639587,0.6899999976158142,0.22717957198619843,0.6399999856948853
0.2104104608297348,0.6899999976158142,0.2271985560655594,0.6399999856948853
0.21036426723003387,0.6899999976158142,0.22829940915107727,0.6399999856948853
0.21074630320072174,0.6899999976158142,0.2292429506778717,0.6399999856948853
0.21008411049842834,0.6899999976158142,0.22804810106754303,0.6399999856948853
0.20920458436012268,0.6899999976158142,0.22526487708091736,0.6399999856948853
0.2085067629814148,0.6899999976158142,0.22415222227573395,0.6399999856948853
0.2079998403787613,0.6899999976158142,0.2233160436153412,0.6399999856948853
0.2072039395570755,0.6899999976158142,0.22167448699474335,0.6399999856948853
0.20719897747039795,0.6899999976158142,0.2205788493156433,0.6399999856948853
0.20636135339736938,0.6899999976158142,0.22052717208862305,0.6399999856948853
0.205611914396286,0.6899999976158142,0.2197454422712326,0.6399999856948853
0.20495933294296265,0.6899999976158142,0.21898512542247772,0.6399999856948853
0.2042485624551773,0.6899999976158142,0.21828404068946838,0.6399999856948853
0.20378082990646362,0.6899999976158142,0.21789877116680145,0.6399999856948853
0.2029428482055664,0.6899999976158142,0.21721681952476501,0.6399999856948853
0.20200367271900177,0.6899999976158142,0.21536727249622345,0.6399999856948853
0.20162218809127808,0.6899999976158142,0.2124006450176239,0.6399999856948853
0.20074161887168884,0.6899999976158142,0.21042747795581818,0.6399999856948853
0.1997257024049759,0.6899999976158142,0.2103995382785797,0.6399999856948853
0.1980731040239334,0.6899999976158142,0.20962831377983093,0.6399999856948853
0.1971854716539383,0.6899999976158142,0.20873329043388367,0.6399999856948853
0.19626691937446594,0.6899999976158142,0.20776396989822388,0.6399999856948853
