best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.053402674093377e-06,0.027775265276432037,1.0,0.9907084703445435,9.999999747378752e-05,1602
