loss,accuracy,val_loss,val_accuracy,lr
0.5849748849868774,0.6700000166893005,0.5962156057357788,0.6399999856948853,0.0010000000474974513
0.6166815161705017,0.6800000071525574,0.5946771502494812,0.6399999856948853,0.0010000000474974513
0.6463520526885986,0.6299999952316284,0.5932286381721497,0.6399999856948853,0.0010000000474974513
0.5821350812911987,0.7200000286102295,0.591833233833313,0.6399999856948853,0.0010000000474974513
0.5790311098098755,0.699999988079071,0.590359628200531,0.6399999856948853,0.0010000000474974513
0.6303072571754456,0.6299999952316284,0.5889952778816223,0.6399999856948853,0.0010000000474974513
0.5984702706336975,0.6600000262260437,0.5877025723457336,0.6399999856948853,0.0010000000474974513
0.5915706753730774,0.6800000071525574,0.5863859057426453,0.6399999856948853,0.0010000000474974513
0.5687481164932251,0.7200000286102295,0.585202693939209,0.6399999856948853,0.0010000000474974513
0.5765697360038757,0.7200000286102295,0.583890974521637,0.6499999761581421,0.0010000000474974513
0.5637630820274353,0.7400000095367432,0.5826854109764099,0.6499999761581421,0.0010000000474974513
0.5735759735107422,0.699999988079071,0.5814685225486755,0.6499999761581421,0.0010000000474974513
0.5869569182395935,0.7300000190734863,0.5802006721496582,0.6499999761581421,0.0010000000474974513
0.5701463222503662,0.7200000286102295,0.5790176391601562,0.6499999761581421,0.0010000000474974513
0.5403099656105042,0.7300000190734863,0.5778713226318359,0.6499999761581421,0.0010000000474974513
0.6044297218322754,0.7300000190734863,0.5767034292221069,0.6499999761581421,0.0010000000474974513
0.5553455948829651,0.7300000190734863,0.5755916237831116,0.6499999761581421,0.0010000000474974513
0.6231511235237122,0.7200000286102295,0.5744802951812744,0.6499999761581421,0.0010000000474974513
0.6257245540618896,0.6700000166893005,0.5733246207237244,0.6499999761581421,0.0010000000474974513
0.5863449573516846,0.7099999785423279,0.5721645951271057,0.6499999761581421,0.0010000000474974513
0.5647628903388977,0.7099999785423279,0.571077823638916,0.6499999761581421,0.0010000000474974513
0.5419754981994629,0.7300000190734863,0.5700169205665588,0.6499999761581421,0.0010000000474974513
0.5515599250793457,0.7099999785423279,0.5689918398857117,0.6499999761581421,0.0010000000474974513
0.6252953410148621,0.6600000262260437,0.5678255558013916,0.6499999761581421,0.0010000000474974513
0.5704848170280457,0.7200000286102295,0.5668060183525085,0.6499999761581421,0.0010000000474974513
0.5531302690505981,0.7300000190734863,0.5658251047134399,0.6499999761581421,0.0010000000474974513
0.564083456993103,0.7300000190734863,0.564844012260437,0.6499999761581421,0.0010000000474974513
0.5509387850761414,0.7699999809265137,0.5638637542724609,0.6499999761581421,0.0010000000474974513
0.6306036114692688,0.6899999976158142,0.5627565383911133,0.6600000262260437,0.0010000000474974513
0.561379075050354,0.7300000190734863,0.5617994666099548,0.6600000262260437,0.0010000000474974513
0.5840122699737549,0.6899999976158142,0.5608814358711243,0.6600000262260437,0.0010000000474974513
0.5574513077735901,0.7400000095367432,0.5598032474517822,0.6600000262260437,0.0010000000474974513
0.5464098453521729,0.7599999904632568,0.558765172958374,0.6600000262260437,0.0010000000474974513
0.5356650352478027,0.7200000286102295,0.5577805042266846,0.6600000262260437,0.0010000000474974513
0.555082380771637,0.7599999904632568,0.5568481683731079,0.6600000262260437,0.0010000000474974513
0.6002454161643982,0.6899999976158142,0.5558314323425293,0.6600000262260437,0.0010000000474974513
0.5422652959823608,0.6899999976158142,0.5549117922782898,0.6600000262260437,0.0010000000474974513
0.5827654004096985,0.6800000071525574,0.5540323853492737,0.6600000262260437,0.0010000000474974513
0.5950379371643066,0.699999988079071,0.5530923008918762,0.6600000262260437,0.0010000000474974513
0.5529563426971436,0.699999988079071,0.5522115230560303,0.6600000262260437,0.0010000000474974513
0.5651164054870605,0.6800000071525574,0.551301896572113,0.6600000262260437,0.0010000000474974513
0.5592737793922424,0.7099999785423279,0.5504519939422607,0.6600000262260437,0.0010000000474974513
0.5500261187553406,0.75,0.5495509505271912,0.6600000262260437,0.0010000000474974513
0.5586978793144226,0.6899999976158142,0.5487451553344727,0.6600000262260437,0.0010000000474974513
0.5831714868545532,0.6800000071525574,0.547829806804657,0.6600000262260437,0.0010000000474974513
0.577121913433075,0.6899999976158142,0.5469141602516174,0.6600000262260437,0.0010000000474974513
0.5657311677932739,0.699999988079071,0.5460605025291443,0.6700000166893005,0.0010000000474974513
0.530857264995575,0.7599999904632568,0.5452411770820618,0.6600000262260437,0.0010000000474974513
0.508857250213623,0.75,0.5444716215133667,0.6600000262260437,0.0010000000474974513
0.532898485660553,0.7400000095367432,0.5436722040176392,0.6800000071525574,0.0010000000474974513
0.5390167832374573,0.7599999904632568,0.5428686738014221,0.6800000071525574,0.0010000000474974513
0.5627046227455139,0.7099999785423279,0.542166531085968,0.6800000071525574,0.0010000000474974513
0.5701999068260193,0.7300000190734863,0.5412698984146118,0.6800000071525574,0.0010000000474974513
0.531400740146637,0.7099999785423279,0.5405114889144897,0.6800000071525574,0.0010000000474974513
0.5514224171638489,0.6899999976158142,0.5396441221237183,0.6800000071525574,0.0010000000474974513
0.504584550857544,0.7900000214576721,0.5388522148132324,0.6800000071525574,0.0010000000474974513
