best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.6193251894947025e-06,0.5387086868286133,1.0,0.9393333196640015,9.999999747378752e-05,1488
