best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00015921330486889929,0.22303572297096252,1.0,0.9597964286804199,9.999999747378752e-05,1930
